"","lambda","q","n","W","p_val"
"486",0.5,2,35,0.989458116979447,7.11808685682466e-19
"487",0.5,2,36,0.986671810955168,2.45947628480301e-21
"488",0.5,2,37,0.987095104247478,5.48578285682897e-21
"489",0.5,2,38,0.989350014671583,5.60614190536711e-19
"490",0.5,2,39,0.993147723137759,8.92461909074432e-15
"491",0.5,2,40,0.986167189663613,9.67987749967149e-22
"492",0.5,2,41,0.990788387390674,1.56507032080435e-17
"493",0.5,2,42,0.990027527680761,2.57852089601471e-18
"494",0.5,2,43,0.993701373183706,4.87725899768156e-14
"495",0.5,2,44,0.989312860242464,5.16648890223268e-19
"496",0.5,2,45,0.982333784505539,1.65280443233821e-24
"497",0.5,2,46,0.994612249771114,1.00112787775049e-12
"498",0.5,2,47,0.99239539722659,1.02255604730505e-15
"499",0.5,2,48,0.991677216615708,1.47486558570372e-16
"500",0.5,2,49,0.991473138205656,8.68812452913025e-17
"501",0.5,2,50,0.99273622335393,2.67783009112349e-15
"502",0.5,10,1,0.964041103840826,1.48046301469933e-33
"503",0.5,10,2,0.980760617528716,1.62688823818149e-25
"504",0.5,10,3,0.988097456338401,3.96752470633764e-20
"505",0.5,10,4,0.988588504310076,1.09296221811636e-19
"506",0.5,10,5,0.993485290543695,2.48527722057878e-14
"507",0.5,10,6,0.99263939446929,2.03083875686305e-15
"508",0.5,10,7,0.993164577859345,9.38527480978657e-15
"509",0.5,10,8,0.994195488811008,2.41809520566589e-13
"510",0.5,10,9,0.994023574688972,1.37189399673058e-13
"511",0.5,10,10,0.993756940964075,5.81489024049122e-14
"512",0.5,10,11,0.996740633789709,5.46638964259045e-09
"513",0.5,10,12,0.997581083013656,4.04645472760769e-07
"514",0.5,10,13,0.996873779548358,1.03439589162076e-08
"515",0.5,10,14,0.996591407149978,2.72122392153191e-09
"516",0.5,10,15,0.994920047664054,2.99315287525941e-12
"517",0.5,10,16,0.997389681719942,1.42635422823766e-07
"518",0.5,10,17,0.997063672439963,2.63838234965821e-08
"519",0.5,10,18,0.997956037557736,3.54153779382009e-06
"520",0.5,10,19,0.998529734091848,0.00014350449952429
"521",0.5,10,20,0.996387850667875,1.08035857937905e-09
"522",0.5,10,21,0.998213093234739,1.74778268278085e-05
"523",0.5,10,22,0.997901185049343,2.54961265916241e-06
"524",0.5,10,23,0.998214541985551,1.76406366770845e-05
"525",0.5,10,24,0.998629011224774,0.000287315369925207
"526",0.5,10,25,0.998184854833484,1.45973554067435e-05
"527",0.5,10,26,0.99905836936208,0.00699353975820885
"528",0.5,10,27,0.998265066374165,2.44242095495652e-05
"529",0.5,10,28,0.998314042937152,3.36077230325405e-05
"530",0.5,10,29,0.998558291626541,0.000174922668276725
"531",0.5,10,30,0.997806031096244,1.45548378594106e-06
"532",0.5,10,31,0.999046136708301,0.0063609289833185
"533",0.5,10,32,0.998721670092487,0.000557646249161779
"534",0.5,10,33,0.997539724842386,3.21893187086041e-07
"535",0.5,10,34,0.998935771343124,0.00272853869945163
"536",0.5,10,35,0.998602910003202,0.000238993337366818
"537",0.5,10,36,0.998947348809699,0.00297943831716585
"538",0.5,10,37,0.997909224292312,2.67473709400418e-06
"539",0.5,10,38,0.998245595708258,2.15359099656855e-05
"540",0.5,10,39,0.998617595422328,0.00026504464508441
"541",0.5,10,40,0.998732940798398,0.000605098931721173
"542",0.5,10,41,0.997255347320761,7.02479622940403e-08
"543",0.5,10,42,0.999381065538216,0.0874565933305748
"544",0.5,10,43,0.998858981576941,0.00153050504959133
"545",0.5,10,44,0.99758915662336,4.23225198449599e-07
"546",0.5,10,45,0.998640949502057,0.000312684302091489
"547",0.5,10,46,0.999376748409128,0.0845931698382444
"548",0.5,10,47,0.998671315578199,0.000388198937174636
"549",0.5,10,48,0.999052406630308,0.00667753304832812
"550",0.5,10,49,0.998939262270542,0.00280182152361252
"551",0.5,10,50,0.999155803736908,0.0149657698988018
"552",0.5,100,1,0.965522973939528,5.59617527111968e-33
"553",0.5,100,2,0.982684417970294,2.82951672520187e-24
"554",0.5,100,3,0.988252307081792,5.443401802121e-20
"555",0.5,100,4,0.993957025293727,1.10477462430603e-13
"556",0.5,100,5,0.994482153065625,6.37785475969582e-13
"557",0.5,100,6,0.996427386718291,1.28957231883233e-09
"558",0.5,100,7,0.995328507843606,1.36882327317128e-11
"559",0.5,100,8,0.997146352924353,4.00772024509739e-08
"560",0.5,100,9,0.996645757803627,3.50111616495899e-09
"561",0.5,100,10,0.995913997702888,1.40723605448239e-10
"562",0.5,100,11,0.996869333966238,1.01235534383842e-08
"563",0.5,100,12,0.99479113463452,1.88254711998515e-12
"564",0.5,100,13,0.997652971291129,6.0512498823659e-07
"565",0.5,100,14,0.996982073211113,1.75739174420461e-08
"566",0.5,100,15,0.996694875999732,4.40541089684064e-09
"567",0.5,100,16,0.997717311296667,8.72045670431929e-07
"568",0.5,100,17,0.998577602165363,0.000200136429639685
"569",0.5,100,18,0.997797186979117,1.38241035111286e-06
"570",0.5,100,19,0.998071631842116,7.17536355907034e-06
"571",0.5,100,20,0.999016305627266,0.00505179560358542
"572",0.5,100,21,0.998233977342726,1.99834055451552e-05
"573",0.5,100,22,0.998091282770649,8.10571535815821e-06
"574",0.5,100,23,0.996656040471144,3.67304084135088e-09
"575",0.5,100,24,0.998756411403275,0.000717775083410686
"576",0.5,100,25,0.999254456841461,0.0325244381186083
"577",0.5,100,26,0.998760989558298,0.000742167485269911
"578",0.5,100,27,0.999008068835632,0.00474135632507764
"579",0.5,100,28,0.998953428251025,0.00312054891345169
"580",0.5,100,29,0.999059710225454,0.00706667738441103
"581",0.5,100,30,0.999403700843638,0.104046302208897
"582",0.5,100,31,0.99890451858399,0.00215400551427073
"583",0.5,100,32,0.998804692279615,0.00102287991578272
"584",0.5,100,33,0.999101618482913,0.00979196123792318
"585",0.5,100,34,0.998761920186393,0.00074722960825857
"586",0.5,100,35,0.998800701125356,0.000993213998497309
"587",0.5,100,36,0.998930208088938,0.00261579418332914
"588",0.5,100,37,0.998301655476779,3.09902072993661e-05
"589",0.5,100,38,0.999297826638873,0.0457376160097757
"590",0.5,100,39,0.998972022885073,0.00359622098997276
"591",0.5,100,40,0.998572930543047,0.00019371059120403
"592",0.5,100,41,0.999169511137426,0.0166668353052806
"593",0.5,100,42,0.998072246154571,7.2027022127656e-06
"594",0.5,100,43,0.999320594296432,0.0546686261549075
"595",0.5,100,44,0.999099865715379,0.00965893106441953
"596",0.5,100,45,0.999489085042415,0.196736204849423
"597",0.5,100,46,0.999242327010829,0.0295621262534956
"598",0.5,100,47,0.999288468980762,0.0424982502575786
"599",0.5,100,48,0.999558910702783,0.319983599018768
"600",0.5,100,49,0.998454135657849,8.55316799783051e-05
"601",0.5,100,50,0.998954157408618,0.00313792787746353
"602",0.99,0.5,1,0.11516864085268,5.62468560274167e-93
"603",0.99,0.5,2,0.007270800739968,1.11344297700264e-95
"604",0.99,0.5,3,0.0243653116556396,2.86623179405883e-95
"605",0.99,0.5,4,0.0104009893416377,1.32250286677581e-95
"606",0.99,0.5,5,0.10124477116547,2.42974697383978e-93
"607",0.99,0.5,6,0.0894906507196462,1.20682549822756e-93
"608",0.99,0.5,7,0.0398081130422665,6.81895812193087e-95
"609",0.99,0.5,8,0.00521047860489587,9.94473294522008e-96
"610",0.99,0.5,9,0.0694481014041159,3.72588109823397e-94
"611",0.99,0.5,10,0.0389576962399246,6.49909152751489e-95
"612",0.99,0.5,11,0.0279993469649028,3.5108915454938e-95
"613",0.99,0.5,12,0.0222273060706434,2.54454346704797e-95
"614",0.99,0.5,13,0.0324700409981697,4.51028204034708e-95
"615",0.99,0.5,14,0.11748780350941,6.47591408793997e-93
"616",0.99,0.5,15,0.0123010830926058,1.46845072066444e-95
"617",0.99,0.5,16,0.0116992260595649,1.42053104335384e-95
"618",0.99,0.5,17,0.0393208265062932,6.6337675379781e-95
"619",0.99,0.5,18,0.0344984827204329,5.05483584180555e-95
"620",0.99,0.5,19,0.0299480766256651,3.91545634211335e-95
"621",0.99,0.5,20,0.030699478244927,4.08383166951305e-95
"622",0.99,0.5,21,0.00636784291417181,1.05961833060627e-95
"623",0.99,0.5,22,0.0115092098397931,1.40573440151816e-95
"624",0.99,0.5,23,0.0913937107779146,1.35088136463612e-93
"625",0.99,0.5,24,0.00950039668671987,1.25856357045297e-95
"626",0.99,0.5,25,0.0455555955924718,9.44408408315468e-95
"627",0.99,0.5,26,0.0304472984066592,4.02651782988196e-95
"628",0.99,0.5,27,0.00637483610372713,1.06002486514158e-95
"629",0.99,0.5,28,0.0833242326700834,8.38631397974442e-94
"630",0.99,0.5,29,0.0529788840200445,1.4419396096481e-94
"631",0.99,0.5,30,0.143470528581359,3.21179835673891e-92
"632",0.99,0.5,31,0.0325839094974711,4.53920937339943e-95
"633",0.99,0.5,32,0.0915752710250519,1.36550752826292e-93
"634",0.99,0.5,33,0.037002391829753,5.82022070658283e-95
"635",0.99,0.5,34,0.117709871069392,6.56400357866735e-93
"636",0.99,0.5,35,0.00343834091500139,9.02513179511311e-96
"637",0.99,0.5,36,0.0397750712664391,6.80623635868797e-95
"638",0.99,0.5,37,0.0572597409768285,1.8429181624937e-94
"639",0.99,0.5,38,0.00971180703709529,1.27328520881309e-95
"640",0.99,0.5,39,0.0938015031492201,1.55850060649434e-93
"641",0.99,0.5,40,0.011273393298099,1.38758881092877e-95
"642",0.99,0.5,41,0.0464520336966704,9.93773996549233e-95
"643",0.99,0.5,42,0.0742417486952716,4.92524079200023e-94
"644",0.99,0.5,43,0.0345879360011365,5.08033347740556e-95
"645",0.99,0.5,44,0.121093779572484,8.0675587849413e-93
"646",0.99,0.5,45,0.0225001467810162,2.58346290630026e-95
"647",0.99,0.5,46,0.0119439731845561,1.43982306774448e-95
"648",0.99,0.5,47,0.0444308632969539,8.85977063770267e-95
"649",0.99,0.5,48,0.00685936433938117,1.0885812756134e-95
"650",0.99,0.5,49,0.0104800143384819,1.32826857958397e-95
"651",0.99,0.5,50,0.0818427751433284,7.6865755679404e-94
"652",0.99,2,1,0.792280034975459,2.63122496978603e-62
"653",0.99,2,2,0.816431009059701,5.5749261356013e-60
"654",0.99,2,3,0.825290765081998,4.61779553487561e-59
"655",0.99,2,4,0.903620446707183,1.36376383306674e-48
"656",0.99,2,5,0.93517281913772,3.38918902016299e-42
"657",0.99,2,6,0.927146431438501,4.9690388980334e-44
"658",0.99,2,7,0.913056734113138,6.94072657746484e-47
"659",0.99,2,8,0.944909898065322,1.04568826799017e-39
"660",0.99,2,9,0.930772230875654,3.1861583561941e-43
"661",0.99,2,10,0.96084022817592,9.64035421653555e-35
"662",0.99,2,11,0.942707110760769,2.67269066907511e-40
"663",0.99,2,12,0.957984211086068,9.73846187124379e-36
"664",0.99,2,13,0.959045652095919,2.24945464063998e-35
"665",0.99,2,14,0.962638908383124,4.37419154393805e-34
"666",0.99,2,15,0.975597277079817,1.95671157803131e-28
"667",0.99,2,16,0.970839416109918,9.86247386058897e-31
"668",0.99,2,17,0.97000079611735,4.16472209288981e-31
"669",0.99,2,18,0.966580557998576,1.48606089886356e-32
"670",0.99,2,19,0.974316964704856,4.38105132716065e-29
"671",0.99,2,20,0.968107840979437,6.35988409549181e-32
"672",0.99,2,21,0.983831750891624,1.74262427371971e-23
"673",0.99,2,22,0.976823507999744,8.68889405163626e-28
"674",0.99,2,23,0.974003815027265,3.06481709122723e-29
"675",0.99,2,24,0.976411615878558,5.23157619355108e-28
"676",0.99,2,25,0.974703371486076,6.84019149507993e-29
"677",0.99,2,26,0.969780255290919,3.33024406387148e-31
"678",0.99,2,27,0.977900982817378,3.38678111494805e-27
"679",0.99,2,28,0.978529766810701,7.66940230773815e-27
"680",0.99,2,29,0.987906155546875,2.69525727508281e-20
"681",0.99,2,30,0.979551051595546,3.00942965848065e-26
"682",0.99,2,31,0.982297398833752,1.56383307773405e-24
"683",0.99,2,32,0.973846181335552,2.56351542717333e-29
"684",0.99,2,33,0.97984087756916,4.4776435861136e-26
"685",0.99,2,34,0.976201030454805,4.04685273065189e-28
"686",0.99,2,35,0.981956528414246,9.35046878765245e-25
"687",0.99,2,36,0.97286086725907,8.55000126468592e-30
"688",0.99,2,37,0.977391395848735,1.76884831346873e-27
"689",0.99,2,38,0.969237978833933,1.93204048607661e-31
"690",0.99,2,39,0.98662066610799,2.2350854875947e-21
"691",0.99,2,40,0.981051426649036,2.47006308020545e-25
"692",0.99,2,41,0.983873075301594,1.86382478934669e-23
"693",0.99,2,42,0.983819974366759,1.70959075644143e-23
"694",0.99,2,43,0.984767552999122,8.25042963137625e-23
"695",0.99,2,44,0.990062510373,2.79538302729883e-18
"696",0.99,2,45,0.987640940777497,1.58831228451698e-20
"697",0.99,2,46,0.984933114464971,1.09423654355068e-22
"698",0.99,2,47,0.987913654590166,2.73619213971665e-20
"699",0.99,2,48,0.986254093278077,1.13458266328308e-21
"700",0.99,2,49,0.986409635194613,1.51032862039635e-21
"701",0.99,2,50,0.985306716769366,2.08704658837252e-22
"702",0.99,10,1,0.911461837730198,3.48828973655349e-47
"703",0.99,10,2,0.9579976598353,9.8412762113839e-36
"704",0.99,10,3,0.972295598054898,4.61724257508852e-30
"705",0.99,10,4,0.978972967428583,1.37953179023264e-26
"706",0.99,10,5,0.982856098347106,3.69252262455464e-24
"707",0.99,10,6,0.98736587583961,9.2569552266208e-21
"708",0.99,10,7,0.989244233193845,4.44541092384156e-19
"709",0.99,10,8,0.990799179703726,1.60680315926395e-17
"710",0.99,10,9,0.990272650451953,4.55993315832784e-18
"711",0.99,10,10,0.990523616545425,8.26093677810715e-18
"712",0.99,10,11,0.992294171743732,7.72620643641058e-16
"713",0.99,10,12,0.991949411850299,3.02971851117963e-16
"714",0.99,10,13,0.993076333817575,7.21785504592945e-15
"715",0.99,10,14,0.992642439932942,2.04850374141608e-15
"716",0.99,10,15,0.997164964633393,4.4071593662e-08
"717",0.99,10,16,0.993304506158907,1.42991860045143e-14
"718",0.99,10,17,0.994699039198646,1.35772519669123e-12
"719",0.99,10,18,0.994743196644727,1.5873319817462e-12
"720",0.99,10,19,0.995052413908565,4.85626633196569e-12
"721",0.99,10,20,0.997074365410399,2.78394542669642e-08
"722",0.99,10,21,0.997602035176194,4.54715706227562e-07
"723",0.99,10,22,0.995540355257962,3.11189897437524e-11
"724",0.99,10,23,0.996400268852096,1.14198930220694e-09
"725",0.99,10,24,0.995581626387191,3.66203245811936e-11
"726",0.99,10,25,0.995437736052353,2.08434918000641e-11
"727",0.99,10,26,0.997511675214297,2.75933896278592e-07
"728",0.99,10,27,0.995156301623026,7.14088681059964e-12
"729",0.99,10,28,0.996402852788123,1.15526481587253e-09
"730",0.99,10,29,0.998166086274164,1.29592055748905e-05
"731",0.99,10,30,0.996712181059188,4.77904389028556e-09
"732",0.99,10,31,0.996699452652996,4.50117999937628e-09
"733",0.99,10,32,0.996447496966089,1.4116921373503e-09
"734",0.99,10,33,0.997825559742265,1.63138871587521e-06
"735",0.99,10,34,0.99648954664473,1.70734682086847e-09
"736",0.99,10,35,0.996935538394531,1.3976721301497e-08
"737",0.99,10,36,0.996976900217895,1.71305061865027e-08
"738",0.99,10,37,0.998275814754893,2.61879948365449e-05
"739",0.99,10,38,0.997063334039218,2.63390669996604e-08
"740",0.99,10,39,0.997273910698997,7.73852551868672e-08
"741",0.99,10,40,0.997339983018306,1.09516272452273e-07
"742",0.99,10,41,0.997699496160235,7.87733850240178e-07
"743",0.99,10,42,0.998487146031031,0.000107090303235726
"744",0.99,10,43,0.99705548623315,2.53229149065074e-08
"745",0.99,10,44,0.998648765820965,0.000330539203140869
"746",0.99,10,45,0.99689684803518,1.15702821305415e-08
"747",0.99,10,46,0.997000264711971,1.92300741112454e-08
"748",0.99,10,47,0.998300249180521,3.0706714323381e-05
"749",0.99,10,48,0.997638289329134,5.57103293103182e-07
"750",0.99,10,49,0.998030410753354,5.56617950533085e-06
"751",0.99,10,50,0.997969534366621,3.84220362772975e-06
"752",0.99,100,1,0.928753335955758,1.1215079445165e-43
"753",0.99,100,2,0.965541063249131,5.68931450788572e-33
"754",0.99,100,3,0.980246383633159,7.86430932709741e-26
"755",0.99,100,4,0.983619306541163,1.23580370618686e-23
"756",0.99,100,5,0.98826102544104,5.54168751330469e-20
"757",0.99,100,6,0.990830328688471,1.73380905247667e-17
"758",0.99,100,7,0.989271871443647,4.72245642200573e-19
"759",0.99,100,8,0.992493741524076,1.34586640854881e-15
"760",0.99,100,9,0.993353724105214,1.66049132800714e-14
"761",0.99,100,10,0.994590011431869,9.264118919561e-13
"762",0.99,100,11,0.995292112437952,1.1914791246496e-11
"763",0.99,100,12,0.995104930355109,5.89754330733579e-12
"764",0.99,100,13,0.996020732801221,2.19884920506852e-10
"765",0.99,100,14,0.996572962566788,2.49948797112462e-09
"766",0.99,100,15,0.995388243088234,1.7214279756269e-11
"767",0.99,100,16,0.99612883334988,3.48098920815033e-10
"768",0.99,100,17,0.994017322437568,1.34417525507949e-13
"769",0.99,100,18,0.997161564792414,4.33122324129732e-08
"770",0.99,100,19,0.995633886659058,4.50637644131878e-11
"771",0.99,100,20,0.996339184603221,8.70177454470191e-10
"772",0.99,100,21,0.99560294773878,3.98477968982477e-11
"773",0.99,100,22,0.997976745024611,4.01357277444022e-06
"774",0.99,100,23,0.997957508868307,3.57309353172164e-06
"775",0.99,100,24,0.995864706368453,1.14784595138395e-10
"776",0.99,100,25,0.998518595788056,0.000132890081496194
"777",0.99,100,26,0.994956403472085,3.41591646729538e-12
"778",0.99,100,27,0.99832252378028,3.55311119110949e-05
"779",0.99,100,28,0.998092494489034,8.16702945565549e-06
"780",0.99,100,29,0.996859516562729,9.65389851021634e-09
"781",0.99,100,30,0.995735350356086,6.77128141207447e-11
"782",0.99,100,31,0.997827150174118,1.64665359043016e-06
"783",0.99,100,32,0.99792071992671,2.86483087519203e-06
"784",0.99,100,33,0.997463303627287,2.11994709095637e-07
"785",0.99,100,34,0.99729002240328,8.41890999038733e-08
"786",0.99,100,35,0.997800167935792,1.4066051182205e-06
"787",0.99,100,36,0.997800041246898,1.40556796695955e-06
"788",0.99,100,37,0.997985544970109,4.23351369705833e-06
"789",0.99,100,38,0.998322203891526,3.54565311276052e-05
"790",0.99,100,39,0.999190056045855,0.0195888914449593
"791",0.99,100,40,0.997093428431504,3.06447145955597e-08
"792",0.99,100,41,0.998182165068815,1.43499854953645e-05
"793",0.99,100,42,0.999130252641288,0.0122488384901901
"794",0.99,100,43,0.999200393360398,0.0212489754742162
"795",0.99,100,44,0.998655123010581,0.000345836921825067
"796",0.99,100,45,0.99834500425385,4.12018026438001e-05
"797",0.99,100,46,0.998283340003301,2.75010860231652e-05
"798",0.99,100,47,0.998279108580097,2.67545510172253e-05
"799",0.99,100,48,0.997077226713386,2.82429159595348e-08
"800",0.99,100,49,0.998664541872676,0.00036986047350448
"801",0.99,100,50,0.998553337842571,0.000169000641374483
