"","lambda","q","n","W","p_val","skewness","kurt","bias"
"514",0.99,10,155,0.999380820750082,0.0872917827695707,0.0409995747694675,2.86030678099619,0.00114147096719686
"515",0.99,10,165,0.998534540875754,0.000148352821454923,0.13538807781327,3.01625507911364,0.000252276636176977
"516",0.99,10,175,0.99958621280657,0.38205374269929,0.0650108928259714,3.05922613332771,0.000123299062762448
"517",0.99,10,185,0.999420323329492,0.118078786230676,0.0718680502147925,2.94457766976199,0.00120009089024046
"518",0.99,10,195,0.998816157253837,0.00111328479870087,0.130577361494598,3.0553057539305,-9.74753243299191e-05
"519",0.99,100,1,0.927317523454979,5.41515259630305e-44,0.994643478835557,3.93127299338371,-0.00245965481616123
"520",0.99,100,2,0.969307760675113,2.07139147008351e-31,0.666847440310982,3.3306294149473,0.00907104604473502
"521",0.99,100,3,0.979687769689796,3.62790515173202e-26,0.572539048853477,3.31281856712702,0.0216766646083597
"522",0.99,100,4,0.985816036163782,5.1330606185055e-22,0.470886791584767,3.09953925628109,-0.00947479322430264
"523",0.99,100,5,0.985255016129858,1.90728804070262e-22,0.489646713051311,3.15833113958545,0.00657152215034529
"524",0.99,100,6,0.990536562138463,8.52060834420134e-18,0.393242635722504,3.12270316453318,0.000577852281600843
"525",0.99,100,7,0.991760766472595,1.83638298621868e-16,0.376106993862414,3.17305600446383,0.000514309400460839
"526",0.99,100,8,0.993779775774674,6.25248558306242e-14,0.318274696944489,3.04856228570655,-0.00280948805924735
"527",0.99,100,9,0.994930469632283,3.10849852485004e-12,0.284094199319287,3.0217197780595,0.000914545975148582
"528",0.99,100,10,0.994011197896246,1.3175835834824e-13,0.307299495380089,3.03653988424524,0.00724936994776723
"529",0.99,100,11,0.995536286180483,3.06250683579853e-11,0.258844413123113,2.97910244531197,0.00933176510362559
"530",0.99,100,12,0.996027072842148,2.25842899003836e-10,0.248371327160298,2.96119670718902,-0.00921917927995191
"531",0.99,100,13,0.994682676029157,1.28161794376653e-12,0.291733586108062,3.08785890839104,0.000639205570210753
"532",0.99,100,14,0.995833977100297,1.01168046230378e-10,0.265796751084876,3.19145701994475,0.00373556522441649
"533",0.99,100,15,0.99491923946036,2.98439507092098e-12,0.284215154771966,2.99304778932071,-0.00238285633900736
"534",0.99,100,16,0.997090835993783,3.02466055047971e-08,0.206342344609536,2.95694896178996,-0.00268654230822971
"535",0.99,100,17,0.995980415218554,1.85616633003225e-10,0.248191982567605,2.99249798334621,0.000440912497511339
"536",0.99,100,18,0.994822314182236,2.10455614540159e-12,0.304028579291301,3.21929829166835,-0.000251827288455341
"537",0.99,100,19,0.998467548399901,9.36910968978552e-05,0.149417393924457,3.00041575973087,-0.00603775666411901
"538",0.99,100,20,0.996589287725261,2.69473986549832e-09,0.216154005848197,2.86804353771122,-0.00189506299804828
"539",0.99,100,21,0.997165474073013,4.41865620304106e-08,0.202148811894808,3.08777022974498,0.00215832483812974
"540",0.99,100,22,0.99732586718081,1.01646482402604e-07,0.202040055650291,3.0087939630081,0.00527058222716872
"541",0.99,100,23,0.996694711886484,4.40201622074625e-09,0.220706268081739,2.93308500347355,0.00118109768912237
"542",0.99,100,24,0.997694069866441,7.63769724377234e-07,0.180117876404315,2.93806613254523,-0.00119651489185943
"543",0.99,100,25,0.997258078850085,7.12537894319177e-08,0.18686292610425,2.87207742017908,0.00359279903307558
"544",0.99,100,26,0.995971739715879,1.7899556433806e-10,0.258519298982165,3.07045392451052,0.00661291139007332
"545",0.99,100,27,0.998193058717788,1.53795261833995e-05,0.168504843709238,3.01290077037268,0.00616229719487052
"546",0.99,100,28,0.997550491013636,3.41582342642268e-07,0.194843132472549,3.05448572084398,-0.000384677521458039
"547",0.99,100,29,0.998261426146287,2.38551667503713e-05,0.164975417121008,3.0948631848808,-0.00218514677502975
"548",0.99,100,30,0.997513611546295,2.78876150220035e-07,0.188763596965458,3.00737154669399,-0.00152069548384656
"549",0.99,100,35,0.997854279056627,1.9311487741545e-06,0.177534041001061,3.10038627460998,-0.00362072319044366
"550",0.99,100,45,0.997285322663082,8.21426181147848e-08,0.190772448221599,3.06441243916466,-0.00387086383559869
"551",0.99,100,55,0.999297348027132,0.0455661789601727,0.0918587997408185,2.96489465364543,0.00128992778721524
"552",0.99,100,65,0.998963078626214,0.00335877566287815,0.116124678858275,3.02185861842977,-0.000440427476357695
"553",0.99,100,75,0.999322487701525,0.0554840811522814,0.06093940720523,2.89731889113293,9.78327460146838e-05
"554",0.99,100,85,0.999379233714078,0.0862304491489334,0.0751682508878563,3.02053994008088,-0.000416561376504297
"555",0.99,100,95,0.999462382612248,0.161819539592307,0.0706739410785776,3.08502844053234,-0.000952997064947454
"556",0.99,100,105,0.998415497659867,6.58953437521025e-05,0.14354492760896,3.12196506468749,0.000139742735729928
"557",0.99,100,115,0.998188282371205,1.49190001520779e-05,0.163478632898178,3.00108245534079,0.000909147353206641
"558",0.99,100,125,0.99943170120105,0.128684333342117,0.0684669698898879,2.92106545677229,0.000138117210063879
"559",0.99,100,135,0.99936363907142,0.076438850601207,0.0791984054399075,2.96746787624991,0.000281151049912982
"560",0.99,100,145,0.999186620679477,0.019066591864069,0.0836002478080402,2.99153820512937,-0.000150585341352973
"561",0.99,100,155,0.999369698421888,0.0801093302310015,0.0830349421537259,2.96311581055981,0.000380241897266245
"562",0.99,100,165,0.99940662122581,0.106392179089541,0.0814246350436933,2.98438674093621,-0.000249989367026324
"563",0.99,100,175,0.998945200204133,0.00293114696601292,0.10644349053545,2.90262376545084,-0.00146449184863249
"564",0.99,100,185,0.999426685900702,0.12390466309285,0.0694537464523949,3.00597315506025,-0.00124853349639001
"565",0.99,100,195,0.999386633779953,0.091286852003352,0.0524842920086338,2.88619017989654,-0.00161137888000674
