"lambda","q","n","W","p_val","skewness","kurt","bias"
0,100,19,0.999530939445272,0.264651007218308,-0.00509617295343523,3.15897538716804,0.000453743971639153
0,100,20,0.999511261391628,0.230590949182662,-0.0671430520414622,3.04898401555429,0.00241619777345745
0,100,21,0.999483064345749,0.188327505219698,-0.0231444458433576,2.8609186648722,-0.00290818043848331
0,100,22,0.999745985326485,0.836518614285785,0.00542411599777418,3.01333165588894,0.000968800085041887
0,100,23,0.999715296509227,0.75205844437448,-0.0348567601531374,2.96106824146275,-0.00108774239276249
0,100,24,0.999473024563369,0.175010697970225,0.0760680247361217,2.99107490637998,0.00186836790998693
0,100,25,0.999779866932776,0.912431666274094,-0.020021873729382,3.02566059719608,0.00027442622851039
0,100,26,0.999747882707023,0.841326025106534,-0.0219846811811151,3.00006365599819,-0.00179276446027578
0,100,27,0.99962810589895,0.49201657286325,0.0371976554733903,2.93964002383515,0.000271271974096845
0,100,28,0.999747255894657,0.839744244985199,0.0185918824617141,3.00774064309609,-0.000567794873179915
0,100,29,0.999761967557736,0.875084923834707,0.00705579211038878,3.01239051086008,-0.00186460343132321
0,100,30,0.999372225337267,0.0816895842776334,-0.0669992962381048,3.06396059469235,-0.00222247697383488
0.1,0.5,1,0.099586019425951,2.20020263097281e-93,-2.80446096764539,714.940423953775,0.459192564069075
0.1,0.5,2,0.066461524297919,3.13324384799433e-94,-43.4652477002661,2567.08059960452,0.108784640763278
0.1,0.5,3,0.0181174207771311,2.02535473044697e-95,-51.8297188454687,3033.44385405939,-1.79729270718375
0.1,0.5,4,0.0276801402509914,3.44879058051238e-95,54.291905004643,3317.05029421321,2.11834198714461
0.1,0.5,5,0.0284815273586059,3.6068605424089e-95,58.0990436590322,3811.20487290228,2.11654030773243
0.1,0.5,6,0.0747535185692469,5.07456666057886e-94,6.5568315843197,765.322368336782,0.944618326664202
0.1,0.5,7,0.0516427460585969,1.33590041383453e-94,-45.1240824904882,2618.7543929803,0.0201447295358061
0.1,0.5,8,0.0461375504633629,9.76164072676163e-95,41.1549715575328,2445.88157498138,1.16261792034597
0.1,0.5,9,0.0479686440261086,1.0833410937438e-94,-40.2234902925265,2508.31442758847,0.105820713668333
0.1,0.5,10,0.00778857168858449,1.1455519051739e-95,-69.7075613451979,4904.68634840679,-2.39661849490346
0.1,0.5,11,0.173424620612642,2.14628223410404e-91,-13.3650584595069,564.949158139362,0.421411236182974
0.1,0.5,12,0.040634981610046,7.14531054959647e-95,-45.4575472173319,2713.7362412577,0.257422288518935
0.1,0.5,13,0.0918294879126574,1.38625763522934e-93,11.4886421881925,835.748248741231,1.16007709101053
0.1,0.5,14,0.0267638326177738,3.27665333333075e-95,54.8445181461802,3434.35903949054,2.34828857434775
0.1,0.5,15,0.0040663993791753,9.34072583692994e-96,70.2073835942136,4951.4996221449,42.5522717811079
0.1,0.5,16,0.0753527974897737,5.25528717141897e-94,3.46810351111144,693.920355726204,1.13377096194808
0.1,0.5,17,0.116384480175307,6.05573479657518e-93,17.1091078791928,866.159674153017,1.1623898699419
0.1,0.5,18,0.0252177307170555,3.00574535492262e-95,-52.112562029349,3554.49909308409,0.296298037178635
0.1,0.5,19,0.0734859875910741,4.71284471435202e-94,32.3658459112795,1599.83644545511,1.20569396309179
0.1,0.5,20,0.0076608341776454,1.13754402546078e-95,-66.498292733298,4632.42733195597,-3.37686436458004
0.1,0.5,21,0.0166332114942273,1.8655155139039e-95,67.2199962744881,4668.79283316312,2.12634975984311
0.1,0.5,22,0.0889402408247834,1.16814581855515e-93,6.2021491250395,936.38524090977,0.308803093519943
0.1,0.5,23,0.00652354081624129,1.06870711814638e-95,-69.6691706155473,4903.5668449114,-3.28096802492493
0.1,0.5,24,0.00984121516755698,1.2823828018373e-95,68.379843924077,4778.03800081256,4.15855506087466
0.1,0.5,25,0.0783562326830051,6.26458363182826e-94,24.888242319223,825.246644882132,1.52684637719502
0.1,0.5,26,0.0425111268620615,7.94593617742048e-95,10.2557419549457,977.638350086251,1.76814794994803
0.1,0.5,27,0.238755829865104,1.67988888148813e-89,10.5383968595879,245.622898434217,0.978295054934331
0.1,0.5,28,0.0309662308618456,4.1453601429907e-95,-47.1935394424587,2744.78618944757,-0.454490480904996
0.1,0.5,29,0.0151046328395293,1.71426723012108e-95,45.2688629208589,2171.38074880572,6.37809392117774
0.1,0.5,30,0.00424764608394079,9.43386913033644e-96,-70.5727709573452,4987.00845770746,-11.4309397010842
0.1,2,1,0.923054459787619,6.66538592079691e-45,0.753146575594783,14.2373717532125,0.165997505310394
0.1,2,2,0.973491844220773,1.72098414384512e-29,0.323737537066236,5.87280785014418,0.145912265625473
0.1,2,3,0.957210853896637,5.34730244024979e-36,0.849892959724394,15.3724159602431,0.135880632788422
0.1,2,4,0.989940207751786,2.1096366984848e-18,0.253596967510212,4.43737086694348,0.136999177051312
0.1,2,5,0.994192071459585,2.39075127258339e-13,0.0901290782161274,3.86601437119159,0.142047798707352
0.1,2,6,0.983585860325887,1.17106914985837e-23,0.372947405775571,5.60864622071739,0.140363119896217
0.1,2,7,0.986520882614394,1.85594275962711e-21,0.370302889339651,4.81039478054783,0.143306693462625
0.1,2,8,0.992471404603241,1.26418121704154e-15,0.245958841396698,3.92863478655732,0.137390761463185
0.1,2,9,0.994030378544927,1.40273032219895e-13,0.221440033746388,3.94587132185114,0.141519306428016
0.1,2,10,0.996953381095275,1.525607592672e-08,0.0862202211538178,3.66895218562149,0.137015896497882
0.1,2,11,0.995384978908355,1.69992159573021e-11,0.17446223391748,3.67210686366404,0.149125745279034
0.1,2,12,0.994377905714337,4.46581083256652e-13,0.177108356151909,3.85557325855879,0.141396357656061
0.1,2,13,0.993113745267827,8.06558750026903e-15,0.256191404808674,3.88030693618062,0.143229322544489
0.1,2,14,0.994539343435986,7.76936148858853e-13,0.141756186381914,3.81735451264877,0.138018157873833
0.1,2,15,0.993746880488577,5.63225767560339e-14,0.192767414640966,3.90637636061479,0.147952365914087
0.1,2,16,0.991365798792222,6.60030682686925e-17,-0.0151436677576119,4.69397905252126,0.135550179128292
0.1,2,17,0.997496877118171,2.54485126444082e-07,0.0934514622358121,3.48357355322771,0.140147780194737
0.1,2,18,0.994814288649821,2.044942158723e-12,0.134413751181959,3.89823118802109,0.13812313410741
0.1,2,19,0.99535394060684,1.50879672973057e-11,0.152038062350773,4.02196310459744,0.140332673132795
0.1,2,20,0.997004623438582,1.96504159866661e-08,0.10080025367513,3.65490997156597,0.141329319238735
0.1,2,21,0.987271820976526,7.71155376672283e-21,0.358529328610706,5.66693717556709,0.139527245764365
0.1,2,22,0.998104910997056,8.82375766304719e-06,0.132772249841053,3.3186034810199,0.144496226944279
0.1,2,23,0.997359699489084,1.2158114160477e-07,0.145570019684728,3.47612391626702,0.143064322923178
0.1,2,24,0.998504711433536,0.000120786574728649,0.118128392253045,3.26107536533966,0.138282121841608
0.1,2,25,0.996416333788523,1.22716689959064e-09,0.199796872710391,3.51238870909624,0.139240384379406
0.1,2,26,0.996291579505717,7.05344087922049e-10,0.211454320568538,3.48333446375696,0.1399628616366
0.1,2,27,0.99277462859819,2.99033992222229e-15,0.255199911667716,4.26874453857844,0.143707622883428
0.1,2,28,0.996724356127192,5.06148815732831e-09,0.0910861915724089,3.65372312027389,0.142438107968191
0.1,2,29,0.993526177721168,2.82020329853998e-14,-0.0050328397867981,4.38354084928888,0.139808792631811
0.1,2,30,0.996332419287091,8.44508286658114e-10,0.150454462296096,3.63284474923462,0.141774955008041
0.1,10,1,0.993905283610779,9.34588033714942e-14,0.295056643603648,3.56407509432244,0.112091623528813
0.1,10,2,0.997653246645996,6.06065582656561e-07,0.169648267902171,3.36100479456864,0.118184755988169
0.1,10,3,0.998233094091357,1.98702323163988e-05,0.1317959911392,3.3135788126029,0.121654807118249
0.1,10,4,0.998125085180573,1.00100723973975e-05,0.170706594566169,3.10281385382988,0.123642782717504
0.1,10,5,0.999434591337094,0.131515808568889,0.0506350155943406,3.12251430097904,0.117503311371289
0.1,10,6,0.999245226383484,0.0302447747697247,0.0751215251514347,3.1722348294307,0.121830751444177
0.1,10,7,0.999249785026989,0.031350011135162,0.0839460079642105,3.04184800452654,0.113203450329984
0.1,10,8,0.999609523123704,0.441190511298683,0.0680878390573903,3.0156843170608,0.119824762444293
0.1,10,9,0.999330543071666,0.0590883202255685,0.0826487564064237,2.97392918036595,0.119974406090701
0.1,10,10,0.999692767939565,0.684798897686542,0.0411577707300234,2.99869503213785,0.114971757706995
0.1,10,11,0.999441081537662,0.138085445703493,0.0767110885596515,2.98952909569166,0.114979422846996
0.1,10,12,0.999655768406331,0.572521561243665,0.00459143205370389,3.04761909040982,0.119676787331558
0.1,10,13,0.999674621064058,0.62952091173375,-0.00400619488205774,2.8882342812753,0.116483073570645
0.1,10,14,0.999749841750947,0.846228390227336,0.0130129288934516,2.96158676302319,0.116823946172005
0.1,10,15,0.999847343661927,0.989729871250133,0.00997521704642339,2.99146342411176,0.112855111201297
0.1,10,16,0.999227929870291,0.026393542726599,0.0733860102490359,3.107680783339,0.118141135343219
0.1,10,17,0.999513022315231,0.233480915355034,0.0551296496250162,3.06904876701652,0.117396570370112
0.1,10,18,0.999593630173062,0.400276916011812,0.0589038047762433,3.02646965459058,0.117268643540781
0.1,10,19,0.999699722166418,0.705827112040862,0.0403722909407107,2.97103311674176,0.116164702830928
0.1,10,20,0.999171307424383,0.0169037681661431,0.0874077464140914,2.863012200727,0.115059527494666
0.1,10,21,0.999472178524998,0.173927779075154,0.0319258633993916,2.98534540819588,0.11462785819834
0.1,10,22,0.999631128967695,0.500559851583333,0.00653538495199692,3.03609924057256,0.119471547953637
0.1,10,23,0.999346862794447,0.0671034164331815,0.0562602244278873,2.9776929517456,0.119182126161843
0.1,10,24,0.999649830895772,0.554850322695103,0.0320744641377347,2.92297124332024,0.117633834633243
0.1,10,25,0.999509917509669,0.228405868948759,0.0228544413730999,2.89594151419283,0.117714177697692
0.1,10,26,0.999636563705107,0.516092762755679,0.011856758114785,2.98730363344496,0.116203817074606
0.1,10,27,0.99967429062159,0.628514450051612,0.034983695478371,2.99769760173328,0.114455556659894
0.1,10,28,0.999486192873078,0.192656582931661,-0.0176887027485147,2.97528355652526,0.118497653636536
0.1,10,29,0.999660922681197,0.587991941714763,0.0366193843181783,3.03517807012352,0.118009552121341
0.1,10,30,0.999771204874867,0.895190670483189,0.0181443581714814,2.99700968296369,0.119387455087147
0.1,100,1,0.99872230405096,0.00056021053500864,0.137896250855981,3.05741823534223,0.119327079117116
0.1,100,2,0.999209633872856,0.0228522620939218,0.0897069493205403,2.93606873778329,0.111863385720017
0.1,100,3,0.999119338429293,0.0112460204920842,0.0912244567458096,2.95730138185348,0.112717070386573
0.1,100,4,0.999453116078356,0.151071743167061,0.0659846879461794,3.09421280661155,0.113990135365231
0.1,100,5,0.999406744399578,0.106492210247883,0.0581941908701313,3.04463984091655,0.11242067319058
0.1,100,6,0.999657090883725,0.576480335185016,0.0508968487656057,2.99735290281174,0.112660657663977
0.1,100,7,0.999509646316685,0.227967062663063,0.048425944908998,2.88974258288445,0.118711539204673
0.1,100,8,0.999167135153379,0.016358577916575,0.0957404802754059,3.00018658891876,0.112901425629649
0.1,100,9,0.999727645268525,0.787370712354543,0.0127044138075998,2.9401056932184,0.119711740219465
0.1,100,10,0.998930120948973,0.00261406676786618,0.120827998736311,3.00662258880575,0.108788728036742
0.1,100,11,0.999594127419674,0.401518810510234,0.0566543510994454,3.02374511417329,0.108379104851569
0.1,100,12,0.999739691002734,0.820173014708592,0.00778694006428573,2.96753832640022,0.115994291607848
0.1,100,13,0.999126514163454,0.0118955178322345,0.101700149952254,3.0123935827258,0.113613505452817
0.1,100,14,0.999785251494522,0.922321440626512,0.0258618503624352,2.99934260554662,0.109882749617197
0.1,100,15,0.999617001339205,0.461278565336794,-0.00108055451283398,2.99866066628294,0.115013011873886
0.1,100,16,0.999529082158372,0.261268115685406,0.0584641465092061,3.00783808449027,0.111463891879324
0.1,100,17,0.999526546809934,0.256707530584345,0.0471996803642684,2.97233492781377,0.116516730282579
0.1,100,18,0.999610641593991,0.444162095839433,0.00910534729930048,2.9005960718337,0.110493982952224
0.1,100,19,0.999667213965388,0.607005740606854,0.0318797174874824,2.97613865768219,0.112023150129042
0.1,100,20,0.999450174122248,0.147797854787309,0.0636414022881895,2.91945492089003,0.113622334506848
0.1,100,21,0.999787168773925,0.925685675514909,0.00479753877958785,2.92298285924044,0.112394241999351
0.1,100,22,0.999679940468949,0.645736497719304,0.0455599213466726,2.99699400082288,0.110397117956141
0.1,100,23,0.99945638927368,0.154791793180245,0.0694439551111067,2.94283482434169,0.113458181493424
0.1,100,24,0.999721485361846,0.769939620368045,0.0113111994884553,3.05260419332855,0.112083701235481
0.1,100,25,0.999492284412305,0.201337136850004,-0.0276867281947409,2.9102982565457,0.11531177736352
0.1,100,26,0.999295301024821,0.0448400685567591,0.0382386975149266,3.14210164258327,0.111138779246681
0.1,100,27,0.999568193739686,0.34019383832432,-0.0368683606359871,3.09836869279827,0.114119936080994
0.1,100,28,0.999523563120042,0.25142474398435,0.0593473313997579,3.03383498899232,0.112939575735326
0.1,100,29,0.99960935183902,0.440736476218754,0.0134184546506904,3.02686779365163,0.11172011076939
0.1,100,30,0.999330996300786,0.059297765523336,0.0641993720421511,3.12064222162606,0.113722713283237
0.5,0.5,1,0.108496992034366,3.75672965828357e-93,19.8177830207384,625.691984023901,3.42698726924432
0.5,0.5,2,0.0327575146739137,4.58367556169139e-95,35.5387790074281,1867.98849090099,4.45828351501019
0.5,0.5,3,0.00382194835789318,9.21657958019952e-96,70.5591465124896,4985.51331934382,24.2590506750417
0.5,0.5,4,0.0607189358109123,2.24864715030243e-94,33.9904527096384,1370.36871486005,4.49833478277189
0.5,0.5,5,0.12952810810889,1.35306225096051e-92,12.9874514798492,398.29208372402,3.910673055453
0.5,0.5,6,0.0139187786119558,1.60555645227859e-95,47.7270020651222,2448.33579595821,8.35382633936272
0.5,0.5,7,0.0407735473407145,7.20153329436799e-95,33.4635878379316,1251.11775020498,5.16701453944316
0.5,0.5,8,0.011128044749424,1.37652327046385e-95,52.3299395580511,2837.78800872368,8.52840542708935
0.5,0.5,9,0.0248013571696102,2.93675658139477e-95,55.1868164294767,3445.44145728195,6.50292391352326
0.5,0.5,10,0.010376052326372,1.32068872998137e-95,57.2326946744868,3562.54318354472,10.975355315294
0.5,0.5,11,0.0842682912369188,8.86566596980525e-94,25.8856051081673,969.581827113315,4.79649998658667
0.5,0.5,12,0.0162462442265022,1.82598924776214e-95,64.9411649746328,4465.4811529784,5.49490728367337
0.5,0.5,13,0.0427484830312765,8.05352409615919e-95,39.1992740924244,1753.85664471452,5.40906963403359
0.5,0.5,14,0.00587949177856062,1.03161730016304e-95,68.3014820644328,4759.91274921643,18.7039567518099
0.5,0.5,15,0.00916607446009465,1.23563502388697e-95,65.0286943860232,4414.79185259853,10.597975205455
0.5,0.5,16,0.0127982923282688,1.50927546366786e-95,53.3107990706535,3086.75163387214,9.10504324308939
0.5,0.5,17,0.0384741825766489,6.32406917363402e-95,16.7559454083494,999.366711074402,4.85548711229598
0.5,0.5,18,0.0359472897717181,5.48428851140087e-95,-46.5347636759103,3100.38492167943,3.69095961175953
0.5,0.5,19,0.0653455700235098,2.93721767321921e-94,-38.1124573543502,2062.71516849691,3.52456223507571
0.5,0.5,20,0.0053963219526606,1.00465299865486e-95,-70.482965286015,4978.68195887509,-1.48202048542867
0.5,0.5,21,0.0740422434567035,4.86824509891837e-94,29.8028512986509,1223.58642877264,4.50222940148527
0.5,0.5,22,0.0157832992324752,1.77981827818242e-95,62.1904654260855,4152.78862671159,8.21079671603443
0.5,0.5,23,0.0731539127303009,4.6224857900981e-94,28.480692105723,1085.57346840512,5.56405880288564
0.5,0.5,24,0.0935248624189506,1.53308390596647e-93,35.9943426262911,1827.85052100371,5.0643862155273
0.5,0.5,25,0.0542937779974091,1.55464970061451e-94,50.8891656348839,3115.15692687809,4.98316171411091
0.5,0.5,26,0.0279971999066554,3.51047006692933e-95,50.2552284817485,2938.43930557043,6.15252731713815
0.5,0.5,27,0.109247052394077,3.93060628019218e-93,28.6674034970701,1112.06996095371,4.26050056813741
0.5,0.5,28,0.11642540152749,6.07081286029777e-93,27.4041640923819,989.973071292294,4.60184759880172
0.5,0.5,29,0.110460060304518,4.22929237905847e-93,-8.61041063198469,920.688266828313,4.31495616498809
0.5,0.5,30,0.141884447805299,2.90919033380818e-92,-11.5225171980532,940.497732968523,3.77628123049987
0.5,2,1,0.863961220479168,1.57248010270107e-54,2.10787861016115,12.8978377652916,0.709996963300096
0.5,2,2,0.904275738054782,1.77303113032196e-48,1.72873724745684,11.1513012014553,0.705804119758711
